"","ename","inttime","survey","cluster","eanum","hhnum","hhid","intdate","burnyn","whatburn","whatburnother","spray","closewindow","closetime","airbricks","scrairbricks","sdoors","ceiling","result","otherresult","totvisit","nonanophfem","nonanophmal","gambiaef","gambiaem","funestusf","funestusm","othanophfem","othanophmal"
"812","odwar edward","2018-03-21 09:00:00.000",3,70,10,46,307010046,"2018-03-21 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,1,2,0,0,0,0,0,0
"813","GOKYALYA GLORIA","2018-03-25 09:00:00.000",3,71,1,148,307101148,"2018-03-24 00:00:00.000","No","-9","-9","No","Yes","8-9pm","-9","-9","No(or not all)","Yes","Completed",-9,1,165,85,0,0,2,0,0,0
"814","GOKYALYA GLORIA","2018-03-21 09:00:00.000",3,71,2,109,307102109,"2018-03-22 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,2,3,1,0,0,0,0,0,0
"815","GOKYALYA GLORIA","2018-03-24 09:00:00.000",3,71,3,9,307103009,"2018-03-24 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,46,4,0,0,1,0,0,0
"816","GOKYALYA GLORIA","2018-03-22 09:00:00.000",3,71,4,29,307104029,"2018-03-22 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","-9","No(or not all)","No","Completed",-9,2,4,0,0,0,0,0,0,0
"817","GOKYALYA GLORIA","2018-03-24 09:00:00.000",3,71,5,275,307105275,"2018-03-23 00:00:00.000","No","-9","-9","No","Yes","9-10pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,1,2,0,0,0,0,0,0
"818","GOKYALYA GLORIA","2018-03-22 09:00:00.000",3,71,6,203,307106203,"2018-03-23 00:00:00.000","No","-9","-9","No","Yes","9-10pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,3,2,0,0,0,0,0,0
"819","GOKYALYA GLORIA","2018-03-23 09:00:00.000",3,71,7,258,307107258,"2018-03-23 00:00:00.000","Yes","Other","COOKING INDOORS","No","Yes","After 10pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,4,6,0,0,0,0,0,0
"820","GOKYALYA GLORIA","2018-03-23 09:00:00.000",3,71,8,111,307108111,"2018-03-24 00:00:00.000","No","-9","-9","No","No","-9","No(or not all)","-9","No(or not all)","No","Completed",-9,3,2,4,0,0,0,0,0,0
"821","GOKYALYA GLORIA","2018-03-23 09:00:00.000",3,71,9,325,307109325,"2018-03-23 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,5,3,0,0,0,0,0,0
"822","GOKYALYA GLORIA","2018-03-24 09:00:00.000",3,71,10,147,307110147,"2018-03-22 00:00:00.000","No","-9","-9","Yes","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,56,40,0,0,0,0,0,0
"823","BATTE DERRICK JOVAN","2018-03-23 09:00:00.000",3,72,1,66,307201066,"2018-05-24 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,2,0,0,0,0,0,0,0
"824","BATTE DERRICK JOVAN","2018-03-22 09:00:00.000",3,72,2,63,307202063,"2018-05-24 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"825","BATTE DERRICK JOVAN","2018-05-24 08:49:05.000",3,72,3,120,307203120,"2018-05-21 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,1,0,0,0,0,0,0,0
"826","BATTE DERRICK JOVAN","2018-05-24 08:29:06.000",3,72,4,57,307204057,"2018-05-21 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,1,0,0,0,0,0,0,0
"827","BATTE DERRICK JOVAN","2018-05-21 08:50:48.000",3,72,5,33,307205033,"2018-05-21 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,3,0,0,0,0,0,0,0
"828","BATTE DERRICK JOVAN","2018-05-21 09:25:44.000",3,72,6,110,307206110,"2018-05-22 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,1,0,0,0,0,0,0
"829","BATTE DERRICK JOVAN","2018-05-21 07:36:34.000",3,72,7,161,307207161,"2018-05-23 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,1,0,0,0,0,0,0,0
"830","BATTE DERRICK JOVAN","2018-05-22 07:02:45.000",3,72,8,94,307208094,"2018-05-22 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,1,0,0,0,0,0,0,0
"831","BATTE DERRICK JOVAN","2018-05-23 08:28:39.000",3,72,9,14,307209014,"2018-05-22 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,0,0,1,0,0,0,0,0
"832","BATTE DERRICK JOVAN","2018-05-22 07:45:04.000",3,72,10,421,307210421,"2018-05-24 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"833","ISABIRYE  EMMANUEL","2018-05-22 08:21:27.000",3,73,1,55,307301055,"2018-05-22 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","Yes(all)","Yes(all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"834","ISABIRYE  EMMANUEL","2018-05-24 07:31:33.000",3,73,2,142,307302142,"2018-05-25 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"835","ISABIRYE  EMMANUEL","2018-05-22 08:32:08.000",3,73,3,56,307303056,"2018-05-23 00:00:00.000","No","-9","-9","No","No","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,2,3,0,0,0,0,0,0
"836","ISABIRYE  EMMANUEL","2018-05-25 08:02:55.000",3,73,4,357,307304357,"2018-05-23 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,2,1,0,0,0,0,0,0
"837","ISABIRYE  EMMANUEL","2018-05-24 09:00:20.000",3,73,5,185,307305185,"2018-05-24 00:00:00.000","No","-9","-9","No","No","-9","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,3,0,0,0,0,0,0,0
"838","ISABIRYE  EMMANUEL","2018-05-24 09:04:06.000",3,73,6,99,307306099,"2018-05-24 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,7,2,0,0,0,0,0,0
"839","ISABIRYE  EMMANUEL","2018-05-24 07:57:33.000",3,73,7,30,307307030,"2018-05-22 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,6,1,0,0,0,0,0,0
"840","ISABIRYE    EMMANUEL","2018-05-24 08:56:29.000",3,73,8,168,307308168,"2018-05-25 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,20,3,0,2,0,0,0,0
"841","ISABIRYE  EMMANUEL","2018-05-24 08:51:11.000",3,73,9,10,307309010,"2018-05-25 00:00:00.000","No","-9","-9","No","No","-9","No(or not all)","-9","No(or not all)","No","Completed",-9,1,11,1,0,1,0,0,0,0
"842","ISABIRYE  EMMANUEL","2018-05-25 08:06:29.000",3,73,10,12,307310012,"2018-05-25 00:00:00.000","No","-9","-9","No","No","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,4,1,0,2,0,0,0,0
"843","NYANGABAKYE FRANCIS","2018-05-25 09:02:03.000",3,74,1,76,307401076,"2018-05-24 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"844","NYANGABAKYE FRANCIS","2018-05-25 08:40:25.000",3,74,2,45,307402045,"2018-05-23 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"845","NYANGABAKYE FRANCIS","2018-05-24 07:29:33.000",3,74,3,31,307403031,"2018-05-22 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,5,0,0,0,0,0,0,0
"846","NYANGABAKYE FRANCIS","2018-05-23 08:45:43.000",3,74,4,20,307404020,"2018-05-22 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,7,2,0,0,0,0,0,0
"847","NYANGABAKYE FRANCIS","2018-05-22 07:34:09.000",3,74,5,99,307405099,"2018-05-23 00:00:00.000","No","-9","-9","No","Yes","After 10pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,4,0,7,0,0,0
"848","NYANGABAKYE FRANCIS","2018-05-22 08:15:42.000",3,74,6,85,307406085,"2018-05-21 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,2,0,2,0,14,2,0,0
"849","NYANGABAKYE FRANCIS","2018-05-23 07:43:34.000",3,74,7,59,307407059,"2018-05-25 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,1,0,0,0,0,0,0,0
"850","NYANGABAKYE FRANCIS","2018-05-21 08:23:40.000",3,74,8,63,307408063,"2018-05-21 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,2,0,0,0,0,0,0,0
"851","NYANGABAKYE FRANCIS","2018-05-25 07:19:09.000",3,74,9,80,307409080,"2018-05-19 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","Yes(all)","No(or not all)","No","Completed",-9,1,0,0,7,1,3,1,0,0
"852","NYANGABAKYE FRANCIS","2018-05-21 07:32:14.000",3,74,10,105,307410105,"2018-05-19 00:00:00.000","No","-9","-9","No","Yes","8-9pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,5,1,6,1,0,0
"853","ISABIRYE EMMANUEL","2018-05-19 07:43:31.000",3,75,1,117,307501117,"2018-05-16 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,1,1,0,0,0,0,0,0
"854","ISABIRYE  EMMANUEL","2018-05-19 08:52:09.000",3,75,2,54,307502054,"2018-05-12 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,2,0,0,0,0
"855","ISABIRYE  EMMANUEL","2018-05-16 08:57:57.000",3,75,3,23,307503023,"2018-05-16 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,3,0,0,0,0,0,0
"856"," ISABIRYE   EMMANUEL","2018-05-12 08:38:51.000",3,75,4,5,307504005,"2018-05-11 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"857","ISABIRYE  EMMANUEL","2018-05-16 09:07:40.000",3,75,5,74,307505074,"2018-05-15 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"858","ISABIRYE  EMMANUEL","2018-05-11 08:40:31.000",3,75,6,137,307506137,"2018-05-15 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"859","ISABIRYE  EMMANUEL","2018-05-15 07:25:21.000",3,75,7,3,307507003,"2018-05-14 00:00:00.000","No","-9","-9","No","Yes","9-10pm","No(or not all)","No(or not all)","No(or not all)","No","Completed",-9,1,7,2,0,5,0,0,0,0
"860","ISABIRYE  EMMANUEL","2018-05-16 17:00:20.000",3,75,8,47,307508047,"2018-05-12 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"861","ISABIRYE  EMMANUEL","2018-05-14 09:43:36.000",3,75,9,167,307509167,"2018-05-13 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,1,0,0,0
"862","ISABIRYE  EMMANUEL","2018-05-12 10:07:40.000",3,75,10,47,307510047,"2018-05-10 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,1,0,0,0,0,0,0,0
"863","ISABIRYE  EMMANUEL","2018-05-13 09:11:07.000",3,76,1,33,307601033,"2018-05-17 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"864","ISABIRYE   EMMANUEL","2018-05-10 08:24:15.000",3,76,2,38,307602038,"2018-05-17 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,2,0,2,0,0,0,0,0
"865","ISABIRYE   EMMANUEL","2018-05-17 08:39:45.000",3,76,3,111,307603111,"2018-03-18 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,1,0,0,0,2,0,0,0
"866","ISABIRYE  EMMANUEL","2018-05-17 09:02:35.000",3,76,4,102,307604102,"2018-05-18 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,3,0,0,0,0,0,0
"867","ISABIRYE   EMMANUEL","2018-05-18 08:23:51.000",3,76,5,86,307605086,"2018-05-19 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"868","ISABIRYE  EMMANUEL","2018-05-18 09:35:35.000",3,76,6,105,307606105,"2018-05-19 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","-9","No(or not all)","No","Completed",-9,1,20,2,0,0,0,0,0,0
"869","ISABIRYE  EMMANUEL","2018-05-19 08:58:59.000",3,76,7,50,307607050,"2018-05-19 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,12,1,0,0,0,0,0,0
"870","ISABIRYE     EMMANUEL","2018-05-19 09:17:18.000",3,76,8,75,307608075,"2018-05-20 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,2,1,0,1,0,0,0,0
"871","ISABIRYE  EMMANUEL","2018-05-19 09:47:32.000",3,76,9,85,307609085,"2018-05-21 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"872","ISABIRYE  EMMANUEL","2018-05-20 08:33:50.000",3,76,10,110,307610110,"2018-05-21 00:00:00.000","No","-9","-9","No","No","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,1,0,0,0,1,1,0,0
"873","KATO MIKE","2018-05-21 11:35:38.000",3,77,1,81,307701081,"2018-05-12 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"874","kato mike","2018-05-20 09:38:41.000",3,77,2,50,307702050,"2018-05-14 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"875","KATO MIKE","2018-05-12 08:20:10.000",3,77,3,134,307703134,"2018-05-12 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"876","KATO MIKE","2018-05-14 07:10:35.000",3,77,4,17,307704017,"2018-05-14 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"877","KATO MIKE","2018-05-12 09:29:59.000",3,77,5,50,307705050,"2018-05-12 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"878","KATO MIKE","2018-05-14 07:39:13.000",3,77,6,32,307706032,"2018-05-12 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"879","KATO MIKE","2018-05-12 09:08:12.000",3,77,7,1,307707001,"2018-05-12 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,97,14,0,0,0,0,0,0
"880","KATO MIKE","2018-05-12 08:42:24.000",3,77,8,95,307708095,"2018-05-12 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"881","KATO MIKE","2018-05-12 10:27:26.000",3,77,9,117,307709117,"2018-05-12 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"882","KATO MIKE","2018-05-12 09:50:45.000",3,77,10,87,307710087,"2018-05-14 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"883","KATO MIKE","2018-05-12 10:07:47.000",3,78,1,13,307801013,"2018-05-11 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,1,0,1,0,0,0
"884","KATO MIKE","2018-05-14 08:04:12.000",3,78,2,67,307802067,"2018-05-13 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,4,3,0,0,2,0,0,0
"885","KATO MIKE","2018-05-11 07:16:28.000",3,78,3,92,307803092,"2018-05-11 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,2,1,14,20,5,0,0,0
"886","KATO MIKE","2018-05-13 06:55:49.000",3,78,4,40,307804040,"2018-05-13 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,2,1,0,0,0,0,0,0
"887","KATO MIKE","2018-05-11 09:51:28.000",3,78,5,15,307805015,"2018-05-13 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"888","KATO MIKE","2018-05-13 08:40:51.000",3,78,6,12,307806012,"2018-05-13 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"889","KATO MIKE","2018-05-13 09:13:16.000",3,78,7,63,307807063,"2018-05-12 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,9,5,1,0,0,0,0,0
"890","KATO MIKE","2018-05-13 07:44:29.000",3,78,8,45,307808045,"2018-05-12 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,2,0,0,0,0,0
"891","KATO MIKE","2018-05-12 07:39:43.000",3,78,9,7,307809007,"2018-05-11 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,2,0,3,7,2,2,0,0
"892","KATO MIKE","2018-05-12 07:00:03.000",3,78,10,28,307810028,"2018-05-11 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,2,0,0,0,0,0
"893","KATO MIKE","2018-05-11 08:16:50.000",3,79,1,90,307901090,"2018-05-10 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,4,41,13,13,1,0,0
"894","KATO MIKE","2018-05-11 09:08:21.000",3,79,2,28,307902028,"2018-05-10 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,5,4,58,16,3,0,0,0
"895","KATO MIKE","2018-05-10 07:53:28.000",3,79,3,56,307903056,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,148,98,0,0,1,0,0,0
"896","KATO MIKE","2018-05-10 06:47:38.000",3,79,4,9,307904009,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,1,0,9,3,0,0,0,0
"897","KATO MIKE","2018-05-09 10:12:09.000",3,79,5,49,307905049,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,4,2,0,0,0,0,0
"898","KATO MIKE","2018-05-09 09:44:39.000",3,79,6,5,307906005,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,2,0,2,0,0,0
"899","TUMWESIGYE LABAN","2018-05-09 09:08:45.000",3,59,7,15,305907015,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"900","KATO MIKE","2018-05-09 08:36:42.000",3,79,7,160,307907160,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,2,0,0,0
"901","KATO MIKE","2018-07-28 07:06:59.000",3,79,8,122,307908122,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,14,3,0,0,0,0,0,0
"902","KATO MIKE","2018-05-09 07:58:22.000",3,79,9,27,307909027,"2018-05-10 00:00:00.000","No","-9","-9","No","No","-9","No(or not all)","-9","No(or not all)","No","Completed",-9,1,4,2,1,0,2,0,0,0
"903","KATO MIKE","2018-05-09 07:08:00.000",3,79,10,35,307910035,"2018-05-10 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,5,2,3,0,0,0,0,0
"904","ONYIGE ISMAIL","2018-05-10 10:17:29.000",3,80,1,347,308001347,"2018-05-10 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,36,12,0,0,0,0,0,0
"905","ONYIGE ISMAIL","2018-05-10 09:25:01.000",3,80,2,30,308002030,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,1,0,2,0,0,0
"906","ONYIGE ISMAIL","2018-05-10 06:44:15.000",3,80,3,184,308003184,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,9,1,0,0,0,0,0,0
"907","ONYIGE ISMAIL","2018-05-09 06:58:43.000",3,80,4,14,308004014,"2018-05-10 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,1,0,0,0
"908","ONYIGE ISMAIL","2018-05-09 07:35:06.000",3,80,5,307,308005307,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"909","ONYIGE ISMAIL","2018-05-10 08:13:49.000",3,80,6,69,308006069,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,1,0,0,0,0
"910","ONYIGE ISMAIL","2018-05-09 08:06:31.000",3,80,7,203,308007203,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,1,2,2,0,0,0,0,0
"911","ONYIGE ISMAIL","2018-05-09 09:22:48.000",3,80,8,100,308008100,"2018-05-11 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,9,2,0,0,0,0,0,0
"912","ONYIGE ISMAIL","2018-05-09 08:43:44.000",3,80,9,69,308009069,"2018-05-10 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"913","ONYIGE ISMAIL","2018-05-11 08:31:48.000",3,80,10,17,308010017,"2018-05-10 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,1,0,0,0,1,0,0,0
"914","ONYIGE ISMAIL","2018-05-10 07:13:17.000",3,81,1,144,308101144,"2018-05-13 00:00:00.000","No","-9","-9","No","Yes","After 10pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,3,0,0,0,0,0,0,0
"915","ONYIGE ISMAIL","2018-05-10 09:00:11.000",3,81,2,181,308102181,"2018-05-13 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","Yes(all)","No(or not all)","Yes","Completed",-9,1,2,1,0,0,0,0,0,0
"916","ONYIGE ISMAIL","2018-05-13 06:50:53.000",3,81,3,124,308103124,"2018-05-19 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,4,0,0,0,0,0,0,0
"917","ISABIRYE EMMANUEL","2018-07-24 08:15:22.000",3,1,1,11,300101011,"2018-07-24 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,3,1,0,0,0,0,0,0
"918","ISABIRYE  EMMANUEL","2018-07-24 08:15:22.000",3,1,2,67,300102067,"2018-07-25 00:00:00.000","No","-9","-9","No","No","-9","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"919","ISABIRYE  EMMANUEL","2018-07-25 08:33:24.000",3,1,3,20,300103020,"2018-07-22 00:00:00.000","No","-9","-9","No","No","-9","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"920","ISABIRYE    EMMANUEL","2018-07-22 08:55:59.000",3,1,4,78,300104078,"2018-07-23 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"921","ISABIRYE  EMMANUEL","2018-07-23 08:58:33.000",3,1,5,84,300105084,"2018-07-20 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
