"","ename","inttime","survey","cluster","eanum","hhnum","hhid","intdate","burnyn","whatburn","whatburnother","spray","closewindow","closetime","airbricks","scrairbricks","sdoors","ceiling","result","otherresult","totvisit","nonanophfem","nonanophmal","gambiaef","gambiaem","funestusf","funestusm","othanophfem","othanophmal"
"379","TUMWESIGYE LABAN","2018-07-29 09:08:45.000",3,59,3,85,305903085,"2018-07-27 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"380","TUMWESIGYE LABAN","2018-07-27 08:37:27.000",3,59,4,40,305904040,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"381","TUMWESIGYE LABAN","2018-07-27 09:53:40.000",3,59,5,48,305905048,"2018-07-29 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"382","TUMWESIGYE LABAN","2018-07-28 07:49:21.000",3,59,6,4,305906004,"2018-07-27 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"383","TUMWESIGYE LABAN","2018-07-29 07:25:23.000",3,59,8,40,305908040,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"384","TUMWESIGYE LABAN","2018-07-27 07:52:40.000",3,59,9,22,305909022,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"385","TUMWESIGYE LABAN","2018-07-28 08:41:54.000",3,59,10,27,305910027,"2018-07-29 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","Yes(all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"386","NUWAMANYA PATRICK","2018-07-28 09:24:49.000",3,60,1,181,306001181,"2018-07-19 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,16,7,0,0,0,0,0,0
"387","NUWAMANYA PATRICK","2018-07-29 08:08:12.000",3,60,2,58,306002058,"2018-07-22 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","Yes(all)","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"388","NUWAMANYA PATRICK","2018-07-19 08:13:40.000",3,60,3,70,306003070,"2018-07-23 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,14,0,0,0,0,0,0,0
"389","NUWAMANYA PATRICK","2018-07-22 07:59:20.000",3,60,4,88,306004088,"2018-07-22 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,1,1,0,0,0,0,0,0
"390","NUWAMANYA PATRICK","2018-07-23 07:21:30.000",3,60,5,12,306005012,"2018-07-19 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,7,0,0,0,0,0,0,0
"391","NUWAMANYA PATRICK","2018-07-22 07:10:49.000",3,60,6,61,306006061,"2018-07-19 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"392","NUWAMANYA PATRICK","2018-07-19 07:53:41.000",3,60,7,40,306007040,"2018-07-22 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","No(or not all)","No(or not all)","No","Completed",-9,1,5,1,0,0,0,0,0,0
"393","NUWAMANYA PATRICK","2018-07-19 07:30:19.000",3,60,8,95,306008095,"2018-07-22 00:00:00.000","No","-9","-9","No","Yes","9-10pm","No(or not all)","No(or not all)","No(or not all)","No","Completed",-9,1,2,4,0,0,0,0,0,0
"394","NUWAMANYA PATRICK","2018-07-22 09:58:01.000",3,60,9,11,306009011,"2018-07-19 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,15,0,0,0,0,0,0,0
"395","NUWAMANYA PATRICK","2018-07-22 08:18:04.000",3,60,10,57,306010057,"2018-07-22 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,4,0,0,0,0,0,0,0
"396","NUWAMANYA PATRICK","2018-07-19 08:55:02.000",3,61,1,44,306101044,"2018-07-30 00:00:00.000","No","-9","-9","No","Yes","9-10pm","No(or not all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"397","NUWAMANYA PATRICK","2018-07-22 09:07:49.000",3,61,2,124,306102124,"2018-07-31 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"398","NUWAMANYA PATRICK","2018-07-30 09:02:23.000",3,61,3,34,306103034,"2018-08-03 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"399","NUWAMANYA PATRICK","2018-07-31 08:35:04.000",3,61,4,86,306104086,"2018-08-03 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"400","ADIGA JAMES","2018-07-30 07:23:46.000",3,21,10,22,302110022,"2018-07-31 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"401","TUMWESIGYE LABAN","2018-07-31 07:44:31.000",3,22,1,79,302201079,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,16,5,0,0,0,0,0,0
"402","TUMWESIGYE LABN","2018-07-31 08:48:53.000",3,22,2,16,302202016,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,7,3,5,0,21,1,1,0
"403","TUMWESIGYE LABAN","2018-05-09 07:14:40.000",3,22,3,2,302203002,"2018-05-11 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,1,1,0,0,0,0,0,0
"404","TUMWESIGYE LABAN","2018-05-09 07:49:16.000",3,22,4,27,302204027,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,7,1,0,0,0,0
"405","TUMWESIGYE LABAN","2018-05-11 07:53:31.000",3,22,5,135,302205135,"2018-05-11 00:00:00.000","No","-9","-9","No","Yes","9-10pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,1,0,0,0,0,0,0
"406","TUMWESIGYE LABAN","2018-05-09 09:16:58.000",3,22,6,17,302206017,"2018-05-10 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"407","TUMWESIGYE LABAN","2018-05-11 08:26:56.000",3,22,7,144,302207144,"2018-05-10 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,1,0,1,0,0,0,0,0
"408","TUMWINE YONAH","2018-05-11 08:33:49.000",3,23,9,67,302309067,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"409","TUMWINE YONAH","2018-05-11 07:27:07.000",3,23,10,46,302310046,"2018-05-11 00:00:00.000","No","-9","-9","No","Yes","8-9pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"410","TUMWESIGYE LABAN","2018-05-09 08:12:07.000",3,24,1,27,302401027,"2018-05-15 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,4,5,2,0,0,0,0,0
"411","TUMWESIGYE LABAN","2018-05-11 09:04:17.000",3,24,2,12,302402012,"2018-05-14 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,1,0,0,0,0
"412","TUMWESIGYE LABAN","2018-05-15 07:03:11.000",3,24,3,102,302403102,"2018-05-15 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","Yes(all)","No(or not all)","No","Completed",-9,1,4,9,0,0,0,0,0,0
"413","TUMWESIGYE LABAN","2018-05-14 06:50:33.000",3,24,4,28,302404028,"2018-05-14 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,1,0,0,0,0
"414","TUMWINE YONAH","2018-05-15 07:42:21.000",3,24,5,52,302405052,"2018-05-17 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"415","TUMWESIGYE LABAN","2018-05-14 08:20:47.000",3,24,6,63,302406063,"2018-05-15 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","Yes(all)","No(or not all)","No","Completed",-9,1,5,3,0,0,0,0,0,0
"416","TUMWINE YONAH","2018-05-17 07:51:33.000",3,24,7,181,302407181,"2018-05-17 00:00:00.000","Yes","Other","car tyres","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"417","TUMWESIGYE LABAN","2018-05-15 08:48:56.000",3,24,8,281,302408281,"2018-05-15 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,2,1,0,0,0,0,0,0
"418","TUMWESIGYE LABAN","2018-05-17 08:32:49.000",3,24,9,189,302409189,"2018-05-14 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,3,0,0,0,0,0,0,0
"419","TUMWESIGYE LABAN","2018-05-15 08:18:41.000",3,24,10,168,302410168,"2018-05-14 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,4,2,0,0,0,0,0,0
"420","TUMWINE YONAH","2018-05-14 07:16:23.000",3,30,1,31,303001031,"2018-07-21 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"421","TUMWINE YONAH","2018-05-14 09:14:40.000",3,30,2,41,303002041,"2018-07-19 00:00:00.000","Yes","Other","cooking in the house","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"422","TUMWINE YONAH","2018-07-21 09:36:15.000",3,30,3,14,303003014,"2018-07-19 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"423","TUMWINE YONAH","2018-07-19 07:46:43.000",3,30,4,89,303004089,"2018-07-21 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,10,6,0,0,0,0,0,0
"424","TUMWINE YONAH","2018-07-21 07:49:22.000",3,30,5,91,303005091,"2018-07-21 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"425","TUMWINE YONAH","2018-07-21 06:59:31.000",3,30,6,14,303006014,"2018-07-19 00:00:00.000","No","-9","-9","No","Yes","8-9pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"426","TUMWINE YONAH","2018-07-19 07:48:54.000",3,30,7,55,303007055,"2018-07-21 00:00:00.000","Yes","Other","cooking in the house","No","Yes","8-9pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"427","TUMWINE YONAH","2018-07-19 09:04:25.000",3,30,8,23,303008023,"2018-07-20 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","Yes(all)","No(or not all)","No","Completed",-9,1,2,0,0,0,0,0,0,0
"428","TUMWINE YONAH","2018-07-21 08:29:46.000",3,30,9,76,303009076,"2018-07-20 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"429","TUMWINE YONAH","2018-07-20 09:09:10.000",3,30,10,59,303010059,"2018-07-20 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"430","WATUWA PHILIP PETER","2018-07-20 09:46:25.000",3,31,1,9,303101009,"2018-07-26 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","5","No","Completed",-9,1,4,0,0,0,0,0,0,0
"431","WATUWA PHILIP PETER","2018-07-20 07:55:32.000",3,31,2,35,303102035,"2018-07-26 00:00:00.000","No","-9","-9","No","Yes","9-10pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,3,1,1,0,0,0,0,0
"432","WATUWA PHILIP PETER","2018-07-26 07:20:29.000",3,31,3,58,303103058,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,2,6,2,0,0,0,0,0,0
"433","WATUWA PHILIP PETER","2018-07-26 08:51:18.000",3,31,4,18,303104018,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","After 10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"434","WATUWA PHILIP PETER","2018-07-28 09:39:32.000",3,31,5,14,303105014,"2018-07-30 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"435","WATUWA PHILIP PETER","2018-07-28 08:16:00.000",3,31,6,21,303106021,"2018-07-27 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"436","WATUWA PHILIP PETER","2018-07-30 07:26:11.000",3,31,7,71,303107071,"2018-07-27 00:00:00.000","No","-9","-9","No","Yes","9-10pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"437","WATUWA PHILIP PETER","2018-07-27 07:31:57.000",3,31,8,25,303108025,"2018-07-30 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,3,0,0,0,0,0,0,0
"438","WATUWA PHILIP PETER","2018-07-27 08:12:38.000",3,31,9,146,303109146,"2018-07-30 00:00:00.000","No","-9","-9","No","Yes","After 10pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,1,0,0,0,0
"439","WATUWA PHILIP PETER","2018-07-30 06:53:00.000",3,31,10,170,303110170,"2018-07-30 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"440","WATUWA PHILIP PETER","2018-07-30 09:43:51.000",3,32,1,67,303201067,"2018-08-02 00:00:00.000","No","-9","-9","No","Yes","After 10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,8,0,0,0,0,0,0,0
"441","ODOL WILFRED","2018-05-16 08:23:14.000",3,96,10,1,309610001,"2018-05-15 00:00:00.000","No","-9","-9","No","Yes","8-9pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"442","WATUWA PHILIP PETER","2018-05-15 07:32:00.000",3,97,1,11,309701011,"2018-05-10 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,74,7,0,0,0,0,0,0
"443","WATUWA PHILIP PETER","2018-05-15 09:38:24.000",3,97,2,44,309702044,"2018-05-10 00:00:00.000","Yes","Coil","-9","No","No","-9","No(or not all)","-9","No(or not all)","No","Completed",-9,1,4,0,0,0,0,0,0,0
"444","WATUWA PHILIP PETER","2018-05-10 09:19:49.000",3,97,3,7,309703007,"2018-05-11 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,30,10,2,0,0,0,0,0
"445","WATUWA PHILIP PETER","2018-05-10 08:25:20.000",3,97,4,71,309704071,"2018-05-11 00:00:00.000","No","-9","-9","No","No","-9","Yes(all)","No(or not all)","-9","No","Completed",-9,1,0,0,0,1,0,0,0,0
"446","WATUWA PHILIP PETER","2018-05-11 07:48:18.000",3,97,5,73,309705073,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,7,0,1,0,0,0,0,0
"447","WATUWA PHILIP PETER","2018-05-11 08:59:08.000",3,97,6,150,309706150,"2018-05-09 00:00:00.000","No","-9","-9","No","No","-9","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,2,4,0,0,0,0,0,0
"448","WATUWA PHILIP PETER","2018-05-09 07:45:38.000",3,97,7,16,309707016,"2018-05-11 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,3,0,0,0,0,0,0,0,0
"449","WATUWAPHILIP PETER","2018-05-09 08:41:09.000",3,97,8,196,309708196,"2018-05-12 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,64,21,1,0,0,0,0,0
"450","WATUWAPHILIP PETER","2018-05-11 07:00:25.000",3,97,9,48,309709048,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,6,17,0,0,0,0,0,0
"451","WATUWA PHILIP PETER","2018-05-12 07:35:11.000",3,97,10,19,309710019,"2018-05-11 00:00:00.000","No","-9","-9","No","No","-9","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,1,0,0,0,0,0,0,0
"452","WATUWA PHILIP PETER","2018-05-09 07:04:24.000",3,98,1,384,309801384,"2018-05-18 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,51,17,0,0,0,0,0,0
"453","WATUWA PHILIP PETER","2018-05-11 09:33:23.000",3,98,2,108,309802108,"2018-05-16 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,17,6,3,3,0,0,0,0
"454","WATUWA PHILIP PETER","2018-05-18 08:47:38.000",3,98,3,38,309803038,"2018-05-16 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,28,11,2,2,0,0,0,0
"455","WATUWA PHILIP PETER","2018-05-16 06:41:36.000",3,98,4,209,309804209,"2018-05-15 00:00:00.000","No","-9","-9","Yes","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,12,4,1,0,0,0,0,0
"456","WATUWA PHILIP PETER","2018-05-16 08:43:58.000",3,98,5,24,309805024,"2018-05-15 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,33,9,5,0,0,0,0,0
"457","WATUWA PHILIP PETER","2018-05-15 06:46:57.000",3,98,6,43,309806043,"2018-05-18 00:00:00.000","No","-9","-9","Yes","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,106,42,0,0,0,0,0,0
"458","WATUWA PHILIP PETER","2018-05-15 07:29:12.000",3,98,7,36,309807036,"2018-05-17 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,89,23,0,0,0,0,0,0
"459","WATUWA PHILIP PETER","2018-05-18 07:37:41.000",3,98,8,34,309808034,"2018-05-16 00:00:00.000","No","-9","-9","No","Yes","8-9pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,137,24,0,0,0,0,0,0
"460","WATUWA PHILIP PETER","2018-05-17 07:44:06.000",3,98,9,29,309809029,"2018-05-15 00:00:00.000","No","-9","-9","No","No","-9","No(or not all)","-9","No(or not all)","No","Completed",-9,1,26,7,33,24,0,0,0,0
"461","WATUWA PHILIP PETWR","2018-05-16 08:01:31.000",3,98,10,64,309810064,"2018-05-16 00:00:00.000","No","-9","-9","No","No","-9","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,24,4,2,0,0,0,0,0
"462","WATUWA PHILIP PETER","2018-05-15 08:55:03.000",3,99,1,236,309901236,"2018-05-19 00:00:00.000","Yes","Coil","-9","Yes","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,13,5,0,0,0,0,0,0
"463","WATUWA PHILIP PETER","2018-05-16 07:27:03.000",3,99,2,74,309902074,"2018-05-14 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,13,4,0,1,0,0,0,0
